"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"2371",0.4,0.1,0.88,0.39,0.18,70.0585187821637,0.05,0.012,0.006,0,0.47,0.33,0.22,0.7162,0.57,0.34,5.79,17.2,39.3,5.79,17.2,39.3,0,0.03,0,1050,422.81,853.93,1082.35,1,0.75,0.005,6217793.24829872,227.369241762137,27346.6771499527
"2372",0.4,0.419354838709677,0.07,0.83,0.186,29.6697869521878,0.031,0.044,0.006,0,0.49,0.43,0.23,0.532,0.1,0.48,6.29,20.2,38.3,6.29,20.2,38.3,0.03,0.06,0,800,522.81,803.93,1932.35,0.85,0.65,0.013,4381080.35627833,473.408753033809,9254.32900892191
"2373",0,0.174603174603175,0.05,0.04,0.122,33.9170285481637,0.063,0.044,0.05,0,0.41,0.32,0.4,0.6416,0.36,0.44,6.79,23.7,36.3,6.79,23.7,36.3,0,0.03,0,600,522.81,1153.93,1632.35,0.95,0.7,0.011,3997553.9423946,59.2820775691575,67432.7571892384
"2374",0.1,0.25,0.06,0.88,0.087,65.5754379577167,0.044,0.063,0.031,0,0.25,0.42,0.39,0.7536,0.72,0.12,6.29,14.7,34.3,6.29,14.7,34.3,0.03,0.03,0,1500,622.81,1253.93,1132.35,0.95,0.7,0.011,11012180.2947575,882.30281761524,12481.180015408
"2375",0.1,0.0967741935483871,0.21,0.2,0.155,47.6674046311115,0.062,0.022,0.081,0,0.18,0.49,0.1,0.5456,0.36,0.29,6.29,12.7,31.3,6.29,12.7,31.3,0,0.06,0,1200,522.81,903.93,1182.35,0.8,0.65,0.006,7126061.72915696,181.336460085706,39297.4569250383
"2376",0.3,0.161764705882353,0.76,0.17,0.191,55.831820601645,0.068,0.06,0.037,0,0.2,0.14,0.26,0.8131,0.79,0.11,5.79,11.7,21.8,5.79,11.7,21.8,0.03,0.03,0,1100,572.81,653.93,1932.35,1,0.8,0.011,6314819.53961362,90.6935196801692,69628.1229561146
"2377",0.4,0.127272727272727,0.55,0.52,0.134,75.0010723614026,0.055,0.057,0.002,0,0.27,0.39,0.15,0.575,0.15,0.5,6.79,20.2,33.8,6.79,20.2,33.8,0.03,0.03,0,950,622.81,1303.93,2082.35,0.85,0.8,0.007,6246327.43760275,191.391622930825,32636.3679974665
"2378",0.2,0.181818181818182,0.34,0.16,0.12,84.3413599910004,0.055,0.012,0.078,0,0.12,0.34,0.21,0.909,0.87,0.3,5.79,11.7,33.8,5.79,11.7,33.8,0.06,0.03,0,600,472.81,1303.93,1132.35,1,0.85,0.01,4041495.26156694,71.8932539114867,56215.2224538722
"2379",0.6,0.186440677966102,0.9,0.12,0.129,75.2905009956056,0.059,0.041,0.014,0,0.43,0.42,0.13,0.5968,0.44,0.28,6.29,19.2,38.3,6.29,19.2,38.3,0.06,0.03,0,1750,472.81,803.93,1182.35,0.85,0.8,0.011,11077928.2059602,110.59281027407,100168.611128581
"2380",0.9,0.227272727272727,0.53,0.77,0.144,46.4725841123397,0.066,0.065,0.06,0,0.28,0.31,0.28,0.7228,0.56,0.37,5.79,9.7,39.3,5.79,9.7,39.3,0.06,0.03,0,2350,422.81,1203.93,2082.35,0.85,0.75,0.015,15069519.5624186,83.7772421569102,179876.051949695
