"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"4473",0.2,0.25,0.2,0.74,0.111,33.7053763293125,0.096,0.044,0.017,0,0.48,0.35,0.1,0.5464,0.16,0.46,6.79,14.7,18.8,6.79,14.7,18.8,0,0.06,0,1650,472.81,1153.93,1932.35,0.95,0.7,0.024,10544402.6905752,686.937490213881,15349.8722093216
"4474",0.3,0.256198347107438,0.76,0.81,0.145,26.3462310311794,0.121,0.061,0.079,0,0.48,0.47,0.12,0.8938,0.82,0.41,6.29,13.2,33.3,6.29,13.2,33.3,0.03,0,0,2000,522.81,903.93,1732.35,0.75,0.75,0.031,13173811.6691277,451.819454066519,29157.2475477965
"4475",0.6,0.310924369747899,0.51,0.32,0.083,42.3657978646285,0.119,0.031,0.019,0,0.33,0.17,0.41,0.385,0.18,0.25,5.79,15.2,34.8,5.79,15.2,34.8,0.06,0.03,0,1000,572.81,953.93,1582.35,0.8,0.65,0.037,7042291.54639996,159.907210593025,44039.8623694529
"4476",0.1,0.260869565217391,0.2,0.81,0.124,89.2766592936375,0.138,0.062,0.064,0,0.22,0.23,0.27,0.4995,0.23,0.35,5.79,14.7,31.3,5.79,14.7,31.3,0.03,0.03,0,2400,422.81,703.93,1732.35,0.9,0.65,0.036,16092472.6362257,823.775676329049,19535.0179650094
"4477",0.6,0.28125,0.75,0.38,0.096,94.2774000972481,0.128,0.061,0.031,0,0.17,0.11,0.24,0.9216,0.86,0.44,6.79,21.2,27.3,6.79,21.2,27.3,0.03,0.03,0,1700,572.81,1053.93,2032.35,0.8,0.75,0.036,10724241.2038978,202.917521491964,52850.2473568922
"4478",0.4,0.333333333333333,0.27,0.04,0.092,59.3461833613004,0.129,0.085,0.006,0,0.21,0.48,0.45,0.648,0.36,0.45,6.29,13.7,34.8,6.29,13.7,34.8,0.03,0.03,0,1050,622.81,1103.93,1182.35,0.9,0.75,0.043,7105298.80051726,66.9171459423346,106180.541630395
"4479",0.2,0.538461538461539,0.32,0.53,0.127,38.9282675007458,0.091,0.08,0.071,0,0.3,0.32,0.18,0.725,0.5,0.45,6.29,19.2,30.8,6.29,19.2,30.8,0.03,0.03,0,600,372.81,1303.93,1132.35,1,0.65,0.049,3536244.49960602,575.038459577823,6149.57911198189
"4480",0,0.380952380952381,0.39,0.08,0.093,56.9517932766412,0.084,0.037,0.024,0,0.48,0.41,0.25,0.9064,0.82,0.48,6.29,16.7,30.8,6.29,16.7,30.8,0,0.06,0,1300,422.81,1103.93,2082.35,0.8,0.8,0.032,8543752.55602004,131.367840885886,65036.865174953
"4481",1,0.3,0.35,0.41,0.133,55.6092975136822,0.09,0.085,0.074,0,0.4,0.29,0.2,0.2292,0.18,0.06,6.29,15.7,33.8,6.29,15.7,33.8,0.03,0.03,0,2150,522.81,1253.93,1682.35,0.9,0.7,0.027,13883464.6355851,23.4756731646376,591397.93513987
"4482",0.6,0.104166666666667,0.64,0.26,0.105,70.7423229039479,0.144,0.054,0.053,0,0.26,0.1,0.44,0.828,0.8,0.14,6.79,22.7,34.8,6.79,22.7,34.8,0.03,0,0,2250,572.81,653.93,2032.35,0.95,0.7,0.015,16770163.797878,151.902950165414,110400.514141537
"4483",0.7,0.28448275862069,0.59,0.82,0.113,104.35400419468,0.116,0.063,0.065,0,0.37,0.49,0.16,0.5023,0.21,0.37,5.79,15.7,29.3,5.79,15.7,29.3,0.06,0.03,0,650,572.81,653.93,2032.35,0.85,0.85,0.033,4061303.08418762,159.882897586087,25401.7355546165
"4484",0.1,0.319727891156463,0.1,0.87,0.141,85.1118962837143,0.147,0.039,0.042,0,0.25,0.42,0.28,0.4449,0.39,0.09,6.79,15.2,28.8,6.79,15.2,28.8,0.06,0.03,0,2350,522.81,603.93,2032.35,0.95,0.75,0.047,15005230.4987114,610.676911280328,24571.4717906264
"4485",0.8,0.51219512195122,0.74,0.37,0.083,79.9121682327516,0.082,0.047,0.061,0,0.27,0.15,0.48,0.2265,0.15,0.09,6.29,14.7,22.3,6.29,14.7,22.3,0,0.03,0,1350,472.81,1003.93,1432.35,0.9,0.7,0.042,9210949.84293024,123.907685207392,74337.1956913998
"4486",0.5,0.276119402985075,0.38,0.78,0.115,70.9651975575312,0.134,0.088,0.027,0,0.28,0.48,0.5,0.8622,0.74,0.47,6.79,14.2,35.8,6.79,14.2,35.8,0.06,0,0,600,672.81,803.93,1882.35,0.95,0.65,0.037,3692311.10391217,502.530799938674,7347.43244466361
"4487",0.9,0.0684931506849315,0.88,0.62,0.1,78.4169333389349,0.146,0.071,0.01,0,0.22,0.36,0.22,0.2746,0.22,0.07,6.79,22.7,20.3,6.79,22.7,20.3,0.03,0.03,0,1500,622.81,653.93,1582.35,0.9,0.75,0.01,10223020.5259591,78.3027291237372,130557.652847633
