"","eta","lambda_obs","sigma0","rho","mu","nuC","pH","pU","pV","deltaC","deltaH","deltaU","deltaV","thetaH","epsilonC","epsilonH","LMH","LMU","LMV","LNH","LNU","LNV","ky","kc","cs","cd","cH","cU","cV","q0","qs","y_hobs","COST","LYG","ICER"
"4718",0.1,1.43333333333333,0.76,0.87,0.176,129.280369092526,0.03,0.046,0.049,0,0.25,0.3,0.41,0.3752,0.12,0.29,6.79,11.7,34.3,6.79,11.7,34.3,0.06,0.06,0,1450,472.81,803.93,1232.35,0.85,0.75,0.043,8301072.57523455,434.413575492074,19108.6859240797
"4719",0.6,0.5,0.36,0.52,0.076,35.3895088860917,0.03,0.066,0.028,0,0.47,0.14,0.2,0.8434,0.82,0.13,5.79,14.7,22.3,5.79,14.7,22.3,0.03,0,0,900,572.81,1253.93,1432.35,0.8,0.75,0.015,7097327.34182317,210.177554777089,33768.2458498029
"4720",0.2,0.614285714285714,0.51,0.26,0.126,152.688349017296,0.07,0.064,0.035,0,0.27,0.22,0.18,0.6633,0.63,0.09,6.29,14.7,35.8,6.29,14.7,35.8,0.03,0,0,2050,372.81,953.93,2082.35,1,0.7,0.043,14432682.1319001,264.896734633723,54484.1828717005
"4721",0.5,0.155555555555556,0.1,0.4,0.12,103.240219455185,0.09,0.021,0.079,0,0.49,0.31,0.1,0.8856,0.78,0.48,6.79,17.7,21.3,6.79,17.7,21.3,0.03,0.03,0,1950,622.81,1303.93,2082.35,0.95,0.8,0.014,13232984.1810565,177.481043405332,74559.986391532
"4722",0.7,0.466666666666667,0.3,0.2,0.155,79.4355066253862,0.03,0.008,0.075,0,0.25,0.31,0.13,0.3113,0.29,0.03,6.29,10.7,29.8,6.29,10.7,29.8,0,0,0,2050,472.81,1103.93,1732.35,0.85,0.85,0.014,13858314.1178411,35.1999518949365,393702.643662834
"4723",0.2,0.4375,0.77,0.26,0.189,46.4562961650185,0.08,0.069,0.078,0,0.49,0.3,0.4,0.4572,0.41,0.08,5.79,8.7,32.8,5.79,8.7,32.8,0.06,0,0,1100,622.81,903.93,1182.35,0.85,0.65,0.035,6509910.4403617,193.46099472005,33649.7310467257
"4724",0.7,0.457142857142857,0.67,0.27,0.184,73.8277261593106,0.07,0.028,0.027,0,0.15,0.49,0.22,0.5182,0.34,0.27,6.29,13.7,22.8,6.29,13.7,22.8,0.03,0.06,0,700,422.81,1253.93,1932.35,0.95,0.75,0.032,3573553.21157292,91.4274358284406,39086.2237269624
"4725",0.3,0.6,0.4,0.33,0.055,59.6725300082981,0.06,0.085,0.066,0,0.44,0.12,0.42,0.67,0.45,0.4,6.79,8.7,40.3,6.79,8.7,40.3,0.06,0.03,0,2050,572.81,1053.93,1882.35,0.85,0.7,0.036,15751387.4274499,285.984002964029,55077.861923036
"4726",1,0.4,0.6,0.52,0.117,50.4408985108021,0.02,0.095,0.053,0,0.31,0.18,0.44,0.9104,0.84,0.44,6.29,16.7,28.8,6.29,16.7,28.8,0.06,0.03,0,1400,622.81,703.93,1782.35,0.8,0.7,0.008,9421449.37528979,29.9168946006707,314920.699526032
"4727",0.5,0.3,0.01,0.83,0.089,28.0327196304088,0.06,0.005,0.053,0,0.46,0.19,0.26,0.4096,0.18,0.28,6.29,24.7,19.8,6.29,24.7,19.8,0.06,0.03,0,1700,572.81,903.93,1732.35,0.8,0.8,0.018,12371552.6560727,253.73296402668,48758.1607834441
